"Rk.x","Player","Player_Href.x","Nation.x","Pos.x","Squad.x","Age.x","Born.x","MP_Playing Time","Starts_Playing Time","Min_Playing Time","Mins_Per_90_Playing Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY.x","CrdR.x","xG_Expected.x","npxG_Expected.x","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per 90 Minutes","Ast_Per 90 Minutes","G+A_Per 90 Minutes","G_minus_PK_Per 90 Minutes","G+A_minus_PK_Per 90 Minutes","xG_Per 90 Minutes","xAG_Per 90 Minutes","xG+xAG_Per 90 Minutes","npxG_Per 90 Minutes","npxG+xAG_Per 90 Minutes","Matches.x","url.x","Rk.y","Player_Href.y","Nation.y","Pos.y","Squad.y","Age.y","Born.y","Mins_Per_90.x","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected.y","npxG_Expected.y","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Matches.y","url.y","Rk.x.x","Player_Href.x.x","Nation.x.x","Pos.x.x","Squad.x.x","Age.x.x","Born.x.x","Mins_Per_90.y","CrdY.y","CrdR.y","2CrdY","Fls","Fld","Off","Crs","Int.x","TklW","PKwon","PKcon","OG","Recov","Won_Aerial Duels","Lost_Aerial Duels","Won_percent_Aerial Duels","Matches.x.x","url.x.x","Rk.y.y","Player_Href.y.y","Nation.y.y","Pos.y.y","Squad.y.y","Age.y.y","Born.y.y","Mins_Per_90.x.x","SCA_SCA","SCA90_SCA","PassLive_SCA Types","PassDead_SCA Types","TO_SCA Types","Sh_SCA Types","Fld_SCA Types","Def_SCA Types","GCA_GCA","GCA90_GCA","PassLive_GCA Types","PassDead_GCA Types","TO_GCA Types","Sh_GCA Types","Fld_GCA Types","Def_GCA Types","Matches.y.y","url.y.y","Rk","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90.y.y","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int.y","Tkl+Int","Clr","Err","Matches","url"
627,"Jack Stacey","/en/players/558807c0/Jack-Stacey","eng ENG","DF","Norwich City",27,1996,46,43,3850,42.8,1,6,7,1,0,0,5,0,1.4,1.4,4.3,5.7,118,103,266,0.02,0.14,0.16,0.02,0.16,0.03,0.1,0.13,0.03,0.13,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",627,"/en/players/558807c0/Jack-Stacey","eng ENG","DF","Norwich City",27,1996,42.8,1,19,6,31.6,0.44,0.14,0.05,0.17,15,0,0,0,1.4,1.4,0.07,-0.4,-0.4,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",627,"/en/players/558807c0/Jack-Stacey","eng ENG","DF","Norwich City",27,1996,42.8,5,0,0,42,17,6,193,54,75,0,0,0,185,55,53,50.9,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",627,"/en/players/558807c0/Jack-Stacey","eng ENG","DF","Norwich City",27,1996,42.8,82,1.92,65,4,7,4,1,1,9,0.21,8,0,0,1,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",627,"/en/players/558807c0/Jack-Stacey","eng ENG","DF","Norwich City",27,1996,42.8,99,75,53,36,10,46,80,57.5,34,47,21,26,54,153,115,2,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
628,"Jay Stansfield","/en/players/b2626673/Jay-Stansfield","eng ENG","FW,MF","Birmingham City",20,2002,43,39,3335,37.1,12,2,14,12,0,0,10,0,9.2,9.2,3.9,13.2,92,54,199,0.32,0.05,0.38,0.32,0.38,0.25,0.11,0.36,0.25,0.36,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",628,"/en/players/b2626673/Jay-Stansfield","eng ENG","FW,MF","Birmingham City",20,2002,37.1,12,97,26,26.8,2.62,0.7,0.12,0.46,16.6,0,0,0,9.2,9.2,0.1,2.8,2.8,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",628,"/en/players/b2626673/Jay-Stansfield","eng ENG","FW,MF","Birmingham City",20,2002,37.1,10,0,0,60,19,18,38,6,29,0,0,0,114,9,64,12.3,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",628,"/en/players/b2626673/Jay-Stansfield","eng ENG","FW,MF","Birmingham City",20,2002,37.1,86,2.32,55,1,11,15,2,2,8,0.22,3,0,3,2,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",628,"/en/players/b2626673/Jay-Stansfield","eng ENG","FW,MF","Birmingham City",20,2002,37.1,41,29,7,17,17,17,51,33.3,34,40,2,38,6,47,12,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
629,"Jack Stephens","/en/players/6adbc307/Jack-Stephens","eng ENG","DF","Southampton",29,1994,23,17,1490,16.6,0,0,0,0,0,0,6,0,0.8,0.8,0.8,1.6,29,106,18,0,0,0,0,0,0.05,0.05,0.1,0.05,0.1,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",629,"/en/players/6adbc307/Jack-Stephens","eng ENG","DF","Southampton",29,1994,16.6,0,9,2,22.2,0.54,0.12,0,0,9,0,0,0,0.8,0.8,0.09,-0.8,-0.8,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",629,"/en/players/6adbc307/Jack-Stephens","eng ENG","DF","Southampton",29,1994,16.6,6,0,0,15,3,4,5,19,14,0,0,0,89,20,2,90.9,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",629,"/en/players/6adbc307/Jack-Stephens","eng ENG","DF","Southampton",29,1994,16.6,28,1.69,23,0,0,3,0,2,1,0.06,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",629,"/en/players/6adbc307/Jack-Stephens","eng ENG","DF","Southampton",29,1994,16.6,24,14,11,10,3,15,22,68.2,7,31,15,16,19,43,30,2,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
630,"Enda Stevens","/en/players/17d4507a/Enda-Stevens","ie IRL","DF","Stoke City",33,1990,21,18,1538,17.1,0,0,0,0,0,0,7,1,0.2,0.2,0.9,1.1,27,104,64,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",630,"/en/players/17d4507a/Enda-Stevens","ie IRL","DF","Stoke City",33,1990,17.1,0,4,0,0,0.23,0,0,NA,18.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",630,"/en/players/17d4507a/Enda-Stevens","ie IRL","DF","Stoke City",33,1990,17.1,7,1,1,29,9,1,43,21,20,0,1,0,110,22,21,51.2,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",630,"/en/players/17d4507a/Enda-Stevens","ie IRL","DF","Stoke City",33,1990,17.1,32,1.87,28,1,1,0,0,2,3,0.18,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",630,"/en/players/17d4507a/Enda-Stevens","ie IRL","DF","Stoke City",33,1990,17.1,34,20,22,11,1,23,37,62.2,14,22,8,14,21,55,46,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
631,"Layton Stewart","/en/players/8aff6bc7/Layton-Stewart","eng ENG","FW,MF","Preston",20,2002,16,0,229,2.5,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,1,1,14,0,0,0,0,0,0.12,0,0.12,0.12,0.12,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",631,"/en/players/8aff6bc7/Layton-Stewart","eng ENG","FW,MF","Preston",20,2002,2.5,0,5,1,20,1.97,0.39,0,0,18.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",631,"/en/players/8aff6bc7/Layton-Stewart","eng ENG","FW,MF","Preston",20,2002,2.5,2,0,0,12,3,2,0,0,4,0,0,0,8,5,13,27.8,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",631,"/en/players/8aff6bc7/Layton-Stewart","eng ENG","FW,MF","Preston",20,2002,2.5,3,1.18,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",631,"/en/players/8aff6bc7/Layton-Stewart","eng ENG","FW,MF","Preston",20,2002,2.5,5,4,1,3,1,0,1,0,1,0,0,0,0,5,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
632,"Ross Stewart","/en/players/18986367/Ross-Stewart","sct SCO","FW","Southampton",27,1996,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",632,"/en/players/18986367/Ross-Stewart","sct SCO","FW","Southampton",27,1996,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",632,"/en/players/18986367/Ross-Stewart","sct SCO","FW","Southampton",27,1996,0.3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,50,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",632,"/en/players/18986367/Ross-Stewart","sct SCO","FW","Southampton",27,1996,0.3,2,6.67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",632,"/en/players/18986367/Ross-Stewart","sct SCO","FW","Southampton",27,1996,0.3,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
633,"Jakub Stolarczyk","/en/players/a4a76b3d/Jakub-Stolarczyk","pl POL","GK","Leicester City",22,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",633,"/en/players/a4a76b3d/Jakub-Stolarczyk","pl POL","GK","Leicester City",22,2000,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",633,"/en/players/a4a76b3d/Jakub-Stolarczyk","pl POL","GK","Leicester City",22,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",633,"/en/players/a4a76b3d/Jakub-Stolarczyk","pl POL","GK","Leicester City",22,2000,2,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",633,"/en/players/a4a76b3d/Jakub-Stolarczyk","pl POL","GK","Leicester City",22,2000,2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
634,"Jordan Storey","/en/players/fa47f160/Jordan-Storey","eng ENG","DF","Preston",25,1997,41,40,3604,40,0,0,0,0,0,0,6,0,1.1,1.1,0.4,1.6,18,93,29,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",634,"/en/players/fa47f160/Jordan-Storey","eng ENG","DF","Preston",25,1997,40,0,15,4,26.7,0.37,0.1,0,0,11.4,0,0,0,1.1,1.1,0.08,-1.1,-1.1,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",634,"/en/players/fa47f160/Jordan-Storey","eng ENG","DF","Preston",25,1997,40,6,0,0,40,30,1,24,81,31,0,0,0,145,152,98,60.8,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",634,"/en/players/fa47f160/Jordan-Storey","eng ENG","DF","Preston",25,1997,40,23,0.57,20,1,0,1,0,1,2,0.05,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",634,"/en/players/fa47f160/Jordan-Storey","eng ENG","DF","Preston",25,1997,40,49,31,25,19,5,25,43,58.1,18,47,16,31,81,130,129,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
635,"Pascal Struijk","/en/players/f4d296e4/Pascal-Struijk","nl NED","DF","Leeds United",23,1999,23,22,1989,22.1,3,0,3,2,1,1,1,0,2.8,2,0.1,2.1,22,146,3,0.14,0,0.14,0.09,0.09,0.13,0,0.13,0.09,0.09,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",635,"/en/players/f4d296e4/Pascal-Struijk","nl NED","DF","Leeds United",23,1999,22.1,3,13,4,30.8,0.59,0.18,0.15,0.5,9.7,0,1,1,2.8,2,0.15,0.2,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",635,"/en/players/f4d296e4/Pascal-Struijk","nl NED","DF","Leeds United",23,1999,22.1,1,0,0,14,9,0,4,19,22,0,0,1,141,46,29,61.3,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",635,"/en/players/f4d296e4/Pascal-Struijk","nl NED","DF","Leeds United",23,1999,22.1,17,0.77,16,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",635,"/en/players/f4d296e4/Pascal-Struijk","nl NED","DF","Leeds United",23,1999,22.1,31,22,15,14,2,15,21,71.4,6,24,12,12,19,50,73,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
636,"Callum Styles","/en/players/e96d5560/Callum-Styles","hu HUN","DF,MF","Sunderland",23,2000,12,10,806,9,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,18,31,39,0,0.11,0.11,0,0.11,0.04,0.05,0.08,0.04,0.08,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",636,"/en/players/e96d5560/Callum-Styles","hu HUN","DF,MF","Sunderland",23,2000,9,0,7,1,14.3,0.78,0.11,0,0,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",636,"/en/players/e96d5560/Callum-Styles","hu HUN","DF,MF","Sunderland",23,2000,9,2,0,0,12,11,0,17,8,14,0,0,0,49,5,7,41.7,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",636,"/en/players/e96d5560/Callum-Styles","hu HUN","DF,MF","Sunderland",23,2000,9,17,1.9,12,2,0,1,1,1,1,0.11,0,1,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",636,"/en/players/e96d5560/Callum-Styles","hu HUN","DF,MF","Sunderland",23,2000,9,22,14,9,11,2,13,22,59.1,9,10,4,6,8,30,15,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
637,"Kamaldeen Sulemana","/en/players/a62f8bf1/Kamaldeen-Sulemana","gh GHA","FW,MF","Southampton",21,2002,25,10,950,10.6,0,3,3,0,0,0,4,1,1.6,1.6,2.4,4,66,35,135,0,0.28,0.28,0,0.28,0.15,0.23,0.38,0.15,0.38,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",637,"/en/players/a62f8bf1/Kamaldeen-Sulemana","gh GHA","FW,MF","Southampton",21,2002,10.6,0,18,8,44.4,1.71,0.76,0,0,15,0,0,0,1.6,1.6,0.09,-1.6,-1.6,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",637,"/en/players/a62f8bf1/Kamaldeen-Sulemana","gh GHA","FW,MF","Southampton",21,2002,10.6,4,1,0,24,19,5,29,6,10,0,0,0,46,1,7,12.5,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",637,"/en/players/a62f8bf1/Kamaldeen-Sulemana","gh GHA","FW,MF","Southampton",21,2002,10.6,36,3.4,24,1,7,2,2,0,5,0.47,4,0,1,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",637,"/en/players/a62f8bf1/Kamaldeen-Sulemana","gh GHA","FW,MF","Southampton",21,2002,10.6,12,10,10,2,0,6,12,50,6,6,0,6,6,18,1,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
638,"Crysencio Summerville","/en/players/df04eb4b/Crysencio-Summerville","nl NED","FW","Leeds United",21,2001,43,41,3498,38.9,19,9,28,15,4,5,7,0,16.4,12.5,11.7,24.1,196,171,367,0.49,0.23,0.72,0.39,0.62,0.42,0.3,0.72,0.32,0.62,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",638,"/en/players/df04eb4b/Crysencio-Summerville","nl NED","FW","Leeds United",21,2001,38.9,19,123,46,37.4,3.16,1.18,0.12,0.33,17.1,9,4,5,16.4,12.5,0.1,2.6,2.5,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",638,"/en/players/df04eb4b/Crysencio-Summerville","nl NED","FW","Leeds United",21,2001,38.9,7,0,0,49,77,10,187,22,39,3,0,0,147,12,19,38.7,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",638,"/en/players/df04eb4b/Crysencio-Summerville","nl NED","FW","Leeds United",21,2001,38.9,237,6.1,123,48,26,19,14,7,18,0.46,11,1,1,2,3,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",638,"/en/players/df04eb4b/Crysencio-Summerville","nl NED","FW","Leeds United",21,2001,38.9,61,39,17,25,19,28,52,53.8,24,34,1,33,22,83,23,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
639,"Ivan Šunjić","/en/players/e18098de/Ivan-Sunjic","ba BIH","MF","Birmingham City",26,1996,36,31,2629,29.2,1,3,4,1,0,0,11,0,1.4,1.1,1.2,2.3,11,80,34,0.03,0.1,0.14,0.03,0.14,0.05,0.04,0.09,0.04,0.08,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",639,"/en/players/e18098de/Ivan-Sunjic","ba BIH","MF","Birmingham City",26,1996,29.2,1,19,5,26.3,0.65,0.17,0.05,0.2,20.7,0,0,0,1.4,1.1,0.06,-0.4,-0.1,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",639,"/en/players/e18098de/Ivan-Sunjic","ba BIH","MF","Birmingham City",26,1996,29.2,11,0,0,57,14,1,11,53,37,0,0,0,154,15,27,35.7,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",639,"/en/players/e18098de/Ivan-Sunjic","ba BIH","MF","Birmingham City",26,1996,29.2,60,2.05,54,0,3,1,1,1,6,0.21,6,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",639,"/en/players/e18098de/Ivan-Sunjic","ba BIH","MF","Birmingham City",26,1996,29.2,64,37,33,27,4,30,70,42.9,40,46,11,35,53,117,45,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
640,"John Swift","/en/players/646ee278/John-Swift","eng ENG","MF,FW","West Brom",28,1995,37,20,1865,20.7,9,1,10,6,3,3,1,0,5.8,3.5,2.4,5.8,46,118,114,0.43,0.05,0.48,0.29,0.34,0.28,0.11,0.4,0.17,0.28,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",640,"/en/players/646ee278/John-Swift","eng ENG","MF,FW","West Brom",28,1995,20.7,9,43,12,27.9,2.08,0.58,0.14,0.5,22.6,5,3,3,5.8,3.5,0.08,3.2,2.5,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",640,"/en/players/646ee278/John-Swift","eng ENG","MF,FW","West Brom",28,1995,20.7,1,0,0,13,15,4,97,10,14,0,0,0,94,9,24,27.3,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",640,"/en/players/646ee278/John-Swift","eng ENG","MF,FW","West Brom",28,1995,20.7,84,4.06,58,20,4,1,1,0,7,0.34,7,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",640,"/en/players/646ee278/John-Swift","eng ENG","MF,FW","West Brom",28,1995,20.7,23,14,10,12,1,7,28,25,21,15,2,13,10,33,11,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
641,"Mark Sykes","/en/players/40580929/Mark-Sykes","ie IRL","FW,MF","Bristol City",25,1997,40,31,2581,28.7,5,4,9,5,0,0,3,0,4.6,4.6,4.3,8.9,75,83,211,0.17,0.14,0.31,0.17,0.31,0.16,0.15,0.31,0.16,0.31,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",641,"/en/players/40580929/Mark-Sykes","ie IRL","FW,MF","Bristol City",25,1997,28.7,5,33,13,39.4,1.15,0.45,0.15,0.38,14.9,0,0,0,4.6,4.6,0.14,0.4,0.4,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",641,"/en/players/40580929/Mark-Sykes","ie IRL","FW,MF","Bristol City",25,1997,28.7,3,0,0,21,39,5,73,20,23,1,0,0,153,28,39,41.8,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",641,"/en/players/40580929/Mark-Sykes","ie IRL","FW,MF","Bristol City",25,1997,28.7,62,2.16,47,2,3,3,6,1,8,0.28,5,0,1,1,1,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",641,"/en/players/40580929/Mark-Sykes","ie IRL","FW,MF","Bristol City",25,1997,28.7,40,23,11,15,14,16,31,51.6,15,20,6,14,20,60,43,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
642,"Sammie Szmodics","/en/players/39944392/Sammie-Szmodics","ie IRL","MF,FW","Blackburn",27,1995,44,44,3899,43.3,27,4,31,27,0,1,8,0,22.3,21.5,5.3,26.9,83,163,350,0.62,0.09,0.72,0.62,0.72,0.51,0.12,0.64,0.5,0.62,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",642,"/en/players/39944392/Sammie-Szmodics","ie IRL","MF,FW","Blackburn",27,1995,43.3,27,144,59,41,3.32,1.36,0.19,0.46,16.8,3,0,1,22.3,21.5,0.15,4.7,5.5,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",642,"/en/players/39944392/Sammie-Szmodics","ie IRL","MF,FW","Blackburn",27,1995,43.3,8,0,0,21,42,43,78,17,19,0,0,0,127,7,16,30.4,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",642,"/en/players/39944392/Sammie-Szmodics","ie IRL","MF,FW","Blackburn",27,1995,43.3,117,2.7,87,4,8,17,1,0,14,0.32,8,0,4,2,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",642,"/en/players/39944392/Sammie-Szmodics","ie IRL","MF,FW","Blackburn",27,1995,43.3,29,19,10,14,5,8,42,19,34,36,3,33,17,46,16,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
643,"Jakob Sørensen","/en/players/953c30b0/Jakob-Sorensen","dk DEN","DF,MF","Norwich City",25,1998,13,6,491,5.5,1,1,2,1,0,0,1,0,0.2,0.2,0,0.2,2,18,1,0.18,0.18,0.37,0.18,0.37,0.04,0,0.04,0.04,0.04,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",643,"/en/players/953c30b0/Jakob-Sorensen","dk DEN","DF,MF","Norwich City",25,1998,5.5,1,3,2,66.7,0.55,0.37,0.33,0.5,17.4,0,0,0,0.2,0.2,0.06,0.8,0.8,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",643,"/en/players/953c30b0/Jakob-Sorensen","dk DEN","DF,MF","Norwich City",25,1998,5.5,1,0,0,7,1,0,1,4,4,0,0,0,16,9,11,45,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",643,"/en/players/953c30b0/Jakob-Sorensen","dk DEN","DF,MF","Norwich City",25,1998,5.5,4,0.73,3,0,0,1,0,0,2,0.37,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",643,"/en/players/953c30b0/Jakob-Sorensen","dk DEN","DF,MF","Norwich City",25,1998,5.5,5,4,3,1,1,3,5,60,2,0,0,0,4,9,17,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
644,"Japhet Tanganga","/en/players/e9971f2d/Japhet-Tanganga","eng ENG","DF","Millwall",24,1999,18,17,1546,17.2,2,0,2,2,0,0,3,1,0.9,0.9,0.3,1.2,9,40,4,0.12,0,0.12,0.12,0.12,0.05,0.02,0.07,0.05,0.07,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",644,"/en/players/e9971f2d/Japhet-Tanganga","eng ENG","DF","Millwall",24,1999,17.2,2,7,3,42.9,0.41,0.17,0.29,0.67,10.4,0,0,0,0.9,0.9,0.13,1.1,1.1,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",644,"/en/players/e9971f2d/Japhet-Tanganga","eng ENG","DF","Millwall",24,1999,17.2,3,1,0,15,5,3,4,25,14,0,1,0,62,54,43,55.7,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",644,"/en/players/e9971f2d/Japhet-Tanganga","eng ENG","DF","Millwall",24,1999,17.2,12,0.7,9,1,0,1,0,1,1,0.06,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",644,"/en/players/e9971f2d/Japhet-Tanganga","eng ENG","DF","Millwall",24,1999,17.2,22,14,16,6,0,9,12,75,3,32,20,12,25,47,69,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
